G.Skill Trident Z5 RGB DDR5-6000;6000
Patriot Viper Steel DDR4-4400;4400
Patriot Viper Steel DDR4-3200;3200
Patriot Viper Steel DDR4-3600;3600
G.Skill Trident Z Neo DDR4-3600;3600
Ñorsair Vengeance LPX DDR4-2666;2666
Corsair Vengeance RGB Pro DDR4-3200;3200
Patriot Viper 4 DDR4-3400;3400
Patriot Viper RGB DDR4-3600;3600
Samsung DDR5-4800;4800
