NVIDIA GeForce RTX 3090;24
NVIDIA GeForce RTX 3080;10
NVIDIA GeForce RTX 3070;8
NVIDIA GeForce RTX 3060 Ti;8
NVIDIA GeForce RTX 2080 Ti;11
AMD Radeon RX 6900 XT;16
AMD Radeon RX 6800 XT;16
AMD Radeon RX 6700 XT;12
NVIDIA GeForce RTX 2080 Super;8
NVIDIA GeForce RTX 2070 Super;8
